CODIGO,NOMBRE,EMBALSE,X,Y,DEMARC,CAUCE,GOOGLE,OPENSTREETMAP,WIKIDATA,PROVINCIA,CCAA,TIPO,COTA_CORON,ALT_CIMIEN,INFORME
10250002,"LLOSA DEL CAVALL, LA","LLOSA DEL CAVALL, LA","42,099,721,345","158,281,131,400,003",CUENCAS INTERNAS DE CATALUÑA,RIU CARDENER,,,,Lleida,Cataluña,Presa de fábrica de bóveda,"810,299,999,999,999","122,299,999,999,999",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2912
9500023,CASPE II,CASPE II,"411,358,789,010,001","0,000636272000065",EBRO,RÍO GUADALOPE,,,,Zaragoza,Aragón,Presa de materiales sueltos zonificada o de núcleo,234,56,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2835
3450011,ROSARITO,Rosarito Reservoir,"40,110,346,936","-532,378,188,799,993",TAJO,RÍO TIÉTAR,https://www.google.com/search?kgmid=/g/1hl3g_mwq,,https://www.wikidata.org/wiki/Q10929672,Ávila,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),"308,8","37,5",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=867
3450012,ROSARITO,Rosarito Reservoir,"40,083,403,864","-530,254,088,699,996",TAJO,ARROYO DEL MOJÓN,https://www.google.com/search?kgmid=/g/1hl3g_mwq,,https://www.wikidata.org/wiki/Q10929672,Toledo,Castilla - La Mancha,Presa de materiales sueltos homogénea,"308,8",407,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=868
3450030,AZUTAN,Azután Reservoir,"397,779,346,240,001","-508,911,715,899,995",TAJO,RÍO TAJO,,,https://www.wikidata.org/wiki/Q81418400,Toledo,Castilla - La Mancha,Presa de fábrica de contrafuertes,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=885
6290035,CONDE DE GUADALHORCE,CONDE DE GUADALHORCE,"369,333,016,160,001","-480,374,890,499,996",CUENCAS MEDITERRANEAS ANDALUZAS,RÍO TURÓN,,,,Málaga,Andalucía,Presa de fábrica de mampostería,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1988
9500008,"TRANQUERA, LA",Reservoir of La Tranquera,"41,262,569,371","-179,716,175,699,997",EBRO,RIO PIEDRA,https://www.google.com/search?kgmid=/g/122v8m7x,,https://www.wikidata.org/wiki/Q5830513,Zaragoza,Aragón,Presa de fábrica de gravedad (hormigón vibrado),"687,5","80,5",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2821
9250050,OLIANA,Oliana Reservoir,"42,092,702,178","129,406,967,700,004",EBRO,RIU SEGRE,https://www.google.com/search?kgmid=/g/1215jgc5,,https://www.wikidata.org/wiki/Q18005390,Lleida,Cataluña,Presa de fábrica de gravedad (hormigón vibrado),"520,039,999,999,999",102,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2594
9220017,BARASONA,Barasona reservoir,"42,124,230,776","0,311147826000024",EBRO,RÍO ÉSERA,https://www.google.com/search?kgmid=/g/11cn63j7jr,,https://www.wikidata.org/wiki/Q24003136,Huesca,Aragón,Presa de fábrica de gravedad (hormigón vibrado),"44,899","65,5",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2434
1320033,SALAS,SALAS,"419,246,563,240,001","-794,313,212,699,996",MIÑO-SIL,RÍO SALAS,,,,Ourense,Galicia,Presa de fábrica de contrafuertes,"835,5",50,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=118
6110005,GUADARRANQUE,Guadarranque Reservoir,"363,087,665,890,001","-546,145,982,799,993",CUENCAS MEDITERRANEAS ANDALUZAS,RÍO GUADARRANQUE,,,https://www.wikidata.org/wiki/Q5369445,Cádiz,Andalucía,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1942
3100091,BORBOLLON,BORBOLLON,"401,253,008,750,001","-657,693,620,899,994",TAJO,RÍO ARRAGO,,,,Cáceres,Extremadura,Presa de fábrica de gravedad (hormigón vibrado),"31,505",35,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=625
3100196,BORBOLLON,BORBOLLON,"40,132,771,828","-658,570,755,499,994",TAJO,ARROYO DEL CAMPANILLO,,,,Cáceres,Extremadura,Presa de fábrica de gravedad (hormigón vibrado),"31,505","6,3",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=726
1320039,ALBARELLOS,ALBARELLOS,"423,997,502,070,001","-819,041,297,799,993",MIÑO-SIL,RÍO AVIA,,,,Ourense,Galicia,Presa de fábrica de bóveda,267,90,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=124
3280002,MANZANARES EL REAL,MANZANARES EL REAL,"407,068,520,460,001","-381,876,584,399,993",TAJO,RÍO MANZANARES,,,,Madrid,Comunidad de Madrid,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=781
2340012,COMPUERTO,Reservoir of Compuerto,"42,860,854,868","-482,693,537,899,996",DUERO,RÍO CARRIÓN,https://www.google.com/search?kgmid=/g/122z2cqz,,https://www.wikidata.org/wiki/Q8775311,Palencia,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=349
8460030,ESCALONA,Escalona Reservoir,"391,285,075,870,001","-0,698314119999964",JUCAR,RÍO CAZUNTA,https://www.google.com/search?kgmid=/g/121zv9ty,,https://www.wikidata.org/wiki/Q8775334,València/Valencia,Comunitat Valenciana,Presa de fábrica de arco-gravedad,190,78,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2323
5180023,"BERMEJALES, LOS",Los Bermejales Reservoir,"36,996,064,807","-389,363,361,899,996",GUADALQUIVIR,RÍO  CACÍN,,,https://www.wikidata.org/wiki/Q579709,Granada,Andalucía,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1526
10080010,"BAELLS, LA","BAELLS, LA","42,121,967,372","187,834,263,000,002",CUENCAS INTERNAS DE CATALUÑA,EL LLOBREGAT,,,,Barcelona,Cataluña,Presa de fábrica de bóveda,"63,235","102,349,999,999,999",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2891
3100100,JERTE,JERTE,"40,060,599,917","-604,259,896,399,998",TAJO,RÍO JERTE,,,,Cáceres,Extremadura,Presa de materiales sueltos zonificada o de núcleo,"372,5","42,5",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=634
2050016,CASTRO DE LAS COGOTAS,CASTRO DE LAS COGOTAS,"407,245,279,160,001","-469,718,935,299,994",DUERO,RÍO ADAJA,,,,Ávila,Castilla y León,Presa de fábrica de bóveda,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=223
5410045,CALA,CALA,"377,222,268,940,001","-608,896,625,199,998",GUADALQUIVIR,RIVERA DE CALA,,,,Sevilla,Andalucía,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1688
4210092,PIEDRAS,PIEDRAS,"37,366,812,629","-726,645,658,799,993","TINTO, ODIEL Y PIEDRAS",RÍO PIEDRAS,,,,Huelva,Andalucía,Presa de materiales sueltos de pantalla de hormigón,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1296
1320004,CASTRELO DE MIÑO,CASTRELO DE MIÑO,"422,925,003,490,001","-811,641,027,099,995",MIÑO-SIL,RÍO MIÑO,,,,Ourense,Galicia,Presa de fábrica de gravedad (hormigón vibrado),90,30,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=89
10170001,DARNIUS BOADELLA,Pantà de Boadella,"4,233,781,463","282,696,870,100,006",CUENCAS INTERNAS DE CATALUÑA,EL CÒRREC,,,https://www.wikidata.org/wiki/Q7131952,Girona,Cataluña,Presa de fábrica de gravedad (hormigón vibrado),160,"8,3",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2897
10170003,DARNIUS BOADELLA,Pantà de Boadella,"42,342,383,017","283,461,652,500,006",CUENCAS INTERNAS DE CATALUÑA,LA MUGA,,,https://www.wikidata.org/wiki/Q7131952,Girona,Cataluña,Presa de fábrica de gravedad (hormigón vibrado),160,472,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2899
1320025,CHANDREJA,Chandrexa Reservoir,"4,226,297,501","-738,654,057,899,993",MIÑO-SIL,RÍO NAVEA,,,https://www.wikidata.org/wiki/Q101897658,Ourense,Galicia,Presa de fábrica de contrafuertes,"911,5",85,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=110
5140048,RETORTILLO,Embalse de Retortillo,"378,413,896,820,001","-534,934,339,699,993",GUADALQUIVIR,RÍO  RETORTILLO,,,https://www.wikidata.org/wiki/Q5369454,Sevilla,Andalucía,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1469
6290031,"CONCEPCION, LA","CONCEPCION, LA","36,535,398,366","-496,075,456,799,997",CUENCAS MEDITERRANEAS ANDALUZAS,RÍO VERDE,,,,Málaga,Andalucía,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1984
9220016,BUBAL,Búbal reservoir,"4,268,098,159","-0,315761256999963",EBRO,RÍO GÁLLEGO,https://www.google.com/search?kgmid=/g/11bc5qdzzb,,https://www.wikidata.org/wiki/Q3377802,Huesca,Aragón,Presa de fábrica de arco-gravedad,1088,90,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2433
5410139,TORRE DEL AGUILA,TORRE DEL AGUILA,"37,042,369,367","-575,897,830,099,996",GUADALQUIVIR,ARROYO  SALADO DE MORÓN,,,,Sevilla,Andalucía,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1781
1240023,MATALAVILLA,MATALAVILLA,"428,344,463,670,001","-645,355,737,699,998",MIÑO-SIL,ARROYO DE VALSECO,,,,León,Castilla y León,Presa de fábrica de bóveda,961,115,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=56
9310010,ALLOZ,ALLOZ,"4,270,627,432","-194,249,903,099,995",EBRO,RÍO SALADO,,,,Navarra,Comunidad Foral de Navarra,Presa de fábrica de bóveda,"469,689,999,999,999","667,999,999,999,999",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2722
2490016,VILLALCAMPO,Villalcampo Reservoir,"414,911,858,350,001","-608,484,394,399,994",DUERO,RÍO DUERO,,,https://www.wikidata.org/wiki/Q110295767,Zamora,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=483
2340005,REQUEJADA,Requejada Reservoir,"429,062,072,310,001","-452,945,603,999,996",DUERO,RÍO PISUERGA,https://www.google.com/search?kgmid=/g/122vx4f3,,https://www.wikidata.org/wiki/Q8775378,Palencia,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=342
9260022,MANSILLA,embalse de Mansilla,"42,158,172,941","-291,170,796,899,996",EBRO,RIO NAJERILLA,https://www.google.com/search?kgmid=/g/120qkkhs,,https://www.wikidata.org/wiki/Q8775359,La Rioja,La Rioja,Presa de fábrica de gravedad (hormigón vibrado),932,80,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2682
3190031,"TAJERA, LA",Reservoir La Tajera,"40,839,152,359","-261,773,660,099,993",TAJO,RÍO TAJUÑA,https://www.google.com/search?kgmid=/g/120j8g1j,https://www.openstreetmap.org/relation/8530695,https://www.wikidata.org/wiki/Q5830511,Guadalajara,Castilla - La Mancha,Presa de fábrica de bóveda,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=766
8460031,BELLUS,Embassament de Bellús,"38,939,709,044","-0,477464632999954",JUCAR,RÍO ALBAIDA,https://www.google.com/search?kgmid=/g/121rjw4w,,https://www.wikidata.org/wiki/Q5670515,València/Valencia,Comunitat Valenciana,Presa de fábrica de gravedad (hormigón vibrado),159,43,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2324
2340006,CAMPORREDONDO,CAMPORREDONDO,"428,991,049,300,001","-473,748,905,099,995",DUERO,RÍO CARRIÓN,,,,Palencia,Castilla y León,Presa de fábrica de mampostería,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=343
5180017,CANALES,Embalse de Canales,"371,604,689,060,001","-348,047,606,499,995",GUADALQUIVIR,RÍO  GENIL,,,https://www.wikidata.org/wiki/Q1032728,Granada,Andalucía,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1520
3450022,FINISTERRE,FINISTERRE,"39,649,443,492","-365,015,487,999,995",TAJO,RÍO ALGODOR,,,,Toledo,Castilla - La Mancha,Presa de materiales sueltos homogénea,"689,879,999,999,999","468,999,999,999,999",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=878
5410036,HUESNA,HUESNA,"37,769,635,302","-568,521,394,399,994",GUADALQUIVIR,RIVERA DE HUESNA,,,,Sevilla,Andalucía,Presa de materiales sueltos de pantalla asfáltica,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1679
5110015,"HURONES, LOS",Embalse de Los Hurones,"366,613,705,560,001","-556,192,533,699,993",GUADALETE Y BARBATE,RÍO MAJACEITE,,,https://www.wikidata.org/wiki/Q3374719,Cádiz,Andalucía,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1340
8120012,ARENOS,Arenós Reservoir,"40,086,011,408","-0,548482762999924",JUCAR,RIU MIJARES,,,https://www.wikidata.org/wiki/Q3376336,Castelló/Castellón,Comunitat Valenciana,Presa de materiales sueltos zonificada o de núcleo,603,107,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2267
8120018,ARENOS,Arenós Reservoir,"40,093,351,801","-0,54459490399995",JUCAR,BARRANC DE JAU,,,https://www.wikidata.org/wiki/Q3376336,Castelló/Castellón,Comunitat Valenciana,Presa de materiales sueltos de pantalla de material sintético,603,18,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2273
3280030,SAN JUAN,San Juan Reservoir,"40,373,071,902","-431,198,048,099,998",TAJO,RÍO ALBERCHE,,,https://www.wikidata.org/wiki/Q5830564,Madrid,Comunidad de Madrid,Presa de fábrica de gravedad (hormigón vibrado),583,78,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=807
3280027,SAN JUAN,San Juan Reservoir,"403,694,450,950,001","-431,798,776,699,998",TAJO,ARROYO DEL MOLINO DE LA PRESA,,,https://www.wikidata.org/wiki/Q5830564,Madrid,Comunidad de Madrid,Presa de fábrica de contrafuertes,582,"193,999,999,999,999",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=805
5140002,VADOMOJON,VADOMOJON,"376,389,097,580,001","-422,658,613,199,997",GUADALQUIVIR,RÍO  GUADAJOZ,,,,Jaén,Andalucía,Presa de materiales sueltos zonificada o de núcleo,369,75,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1424
5140042,ARENOSO,Arenós Reservoir,"380,210,076,590,001","-444,123,809,399,997",GUADALQUIVIR,RÍO  ARENOSO,,,https://www.wikidata.org/wiki/Q3376336,Córdoba,Andalucía,Presa de materiales sueltos zonificada o de núcleo,215,"77,5",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1463
1240008,VILLASECA,VILLASECA,"429,499,617,270,001","-623,165,102,999,997",MIÑO-SIL,RÍO SIL,,,,León,Castilla y León,Presa de fábrica de bóveda,"114,975,999,999,999",40,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=41
5230049,GUADALEN,Guadalén Reservoir,"381,615,276,140,001","-347,795,410,699,996",GUADALQUIVIR,RÍO  GUADALÉN,https://www.google.com/search?kgmid=/g/11x9znn9f,,https://www.wikidata.org/wiki/Q94377393,Jaén,Andalucía,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1584
6040024,CUEVAS DE ALMANZORA,CUEVAS DE ALMANZORA,"373,275,930,070,001","-189,673,564,999,993",CUENCAS MEDITERRANEAS ANDALUZAS,RÍO ALMANZORA,,,,Almería,Andalucía,Presa de materiales sueltos de pantalla de hormigón,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1915
6290013,"VIÑUELA, LA",Reservoir La Viñuela,"368,603,996,900,001","-416,443,532,799,997",CUENCAS MEDITERRANEAS ANDALUZAS,RÍO GUARO,https://www.google.com/search?kgmid=/g/120jr2sh,,https://www.wikidata.org/wiki/Q5830515,Málaga,Andalucía,Presa de materiales sueltos de pantalla de hormigón,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1966
3190033,ALCORLO,Alcorlo Reservoir,"41,008,581,625","-302,478,278,699,994",TAJO,RÍO BORNOBA,https://www.google.com/search?kgmid=/g/1230_4n6,,https://www.wikidata.org/wiki/Q5830397,Guadalajara,Castilla - La Mancha,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=768
2370007,SAUCELLE,Saucelle Reservoir,"41,047,128,807","-680,401,964,899,994",DUERO,RÍO DUERO,,,https://www.wikidata.org/wiki/Q43560800,Salamanca,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=367
1270003,"PEARES, LOS",Os Peares reservoir,"424,651,371,640,001","-772,374,446,699,996",MIÑO-SIL,RÍO MIÑO,https://www.google.com/search?kgmid=/g/155svy9k,,https://www.wikidata.org/wiki/Q11986800,Lugo,Galicia,Presa de fábrica de gravedad (hormigón vibrado),"196,5",94,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=63
4130014,TORRE DE ABRAHAM,Torre de Abraham Reservoir,"39,368,362,071","-425,458,640,099,993",GUADIANA,RIO BULLAQUE,https://www.google.com/search?kgmid=/g/12tb837zb,,https://www.wikidata.org/wiki/Q16561613,Ciudad Real,Castilla - La Mancha,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1102
9220034,"SOTONERA, LA",reservoir of La Sotonera,"42,102,575,195","-0,676812114999962",EBRO,ARROYO ASTON-VACAS,https://www.google.com/search?kgmid=/g/11h5_w0rnw,https://www.openstreetmap.org/relation/5895940,https://www.wikidata.org/wiki/Q12221153,Huesca,Aragón,Presa de materiales sueltos homogénea,420,34,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2451
9220033,"SOTONERA, LA",reservoir of La Sotonera,"42,101,811,684","-0,689392543999929",EBRO,ARROYO ASTON-ALBERCA,https://www.google.com/search?kgmid=/g/11h5_w0rnw,https://www.openstreetmap.org/relation/5895940,https://www.wikidata.org/wiki/Q12221153,Huesca,Aragón,Presa de materiales sueltos homogénea,420,26,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2450
9220035,"SOTONERA, LA",reservoir of La Sotonera,"42,109,536,227","-0,66526158399995",EBRO,RÍO SOTÓN,https://www.google.com/search?kgmid=/g/11h5_w0rnw,https://www.openstreetmap.org/relation/5895940,https://www.wikidata.org/wiki/Q12221153,Huesca,Aragón,Presa de materiales sueltos homogénea,420,31,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2452
3050010,"BURGUILLO, EL",El Burguillo Reservoir,"40,424,680,815","-453,392,339,099,997",TAJO,RÍO ALBERCHE,,https://www.openstreetmap.org/relation/3836574,https://www.wikidata.org/wiki/Q5830442,Ávila,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=504
5110061,BORNOS,Bornos Reservoir,"367,905,754,980,001","-576,131,138,199,997",GUADALETE Y BARBATE,RÍO GUADALETE,,,https://www.wikidata.org/wiki/Q5369434,Cádiz,Andalucía,Presa de fábrica de gravedad (hormigón vibrado),"108,5","59,1",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1385
7020002,FUENSANTA,Fuensanta Reservoir,"383,912,491,360,001","-220,834,281,199,996",SEGURA,RIO SEGURA,,,https://www.wikidata.org/wiki/Q104635833,Albacete,Castilla - La Mancha,Presa de fábrica de gravedad (hormigón vibrado),"601,399,999,999,999",82,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2004
9430003,RIBARROJA,Ribarroja Dam,"412,436,146,920,001","0,432598110000072",EBRO,RÍO EBRO,https://www.google.com/search?kgmid=/g/121qmn_d,,https://www.wikidata.org/wiki/Q2050030,Tarragona,Cataluña,Presa de fábrica de gravedad (hormigón vibrado),76,60,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2769
5410106,"PINTADO, EL","PINTADO, EL","379,842,195,160,001","-595,427,318,399,993",GUADALQUIVIR,RÍO  VIAR,,,,Sevilla,Andalucía,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1749
5110010,ZAHARA,Zahara-El Gastor Reservoir,"36,855,621,898","-538,972,319,099,997",GUADALETE Y BARBATE,RÍO GUADALETE,,,https://www.wikidata.org/wiki/Q5830591,Cádiz,Andalucía,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1336
9250054,TALARN,TALARN,"42,179,589,596","0,913197954000054",EBRO,LA NOGUERA PALLARESA,,,,Lleida,Cataluña,Presa de fábrica de gravedad (hormigón vibrado),"50,205",86,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2598
5140044,YEGUAS,Embalse de Yeguas,"38,067,110,868","-425,109,803,499,993",GUADALQUIVIR,RÍO DE LAS YEGUAS,,,https://www.wikidata.org/wiki/Q5369460,Córdoba,Andalucía,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1465
